sample,state,variable,variable_label,period,period_note,current_published_counties,current_published_pooled_annual_observations,current_published_median_f,current_published_change_vs_base_f,current_rule_counties,current_rule_pooled_annual_observations,current_rule_median_f,revised_counties,revised_annual_observations_per_county,revised_median_f,revised_median_ci_low_f,revised_median_ci_high_f,revised_iqr_f,revised_change_vs_base_f,revised_change_ci_low_f,revised_change_ci_high_f,absolute_difference_f,percent_difference,change_absolute_difference_f,coverage_criterion,current_aggregation,revised_aggregation
strict_balanced,LA,Tmin,Average daily low temperature,2020-2025,six-year recent period,37,184,58.6,2.641,37,184,58.599500000000006,23,6,59.261,56.959,59.976,3.17,3.224,1.35,3.919,0.661,1.128,0.583,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,MS,Tavg,Average daily temperature,1980-1989,,42,364,63.541,0.0,42,364,63.5415,21,6,64.256,62.982,64.804,2.444,0.0,0.0,0.0,0.715,1.125,0.0,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,MS,Tavg,Average daily temperature,1990-1999,,42,333,64.404,0.862,42,333,64.404,21,6,64.084,63.04,64.945,2.372,-0.172,-0.596,0.671,-0.32,-0.497,-1.034,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,MS,Tavg,Average daily temperature,2000-2009,,42,362,64.56,1.019,42,362,64.56,21,6,65.303,63.649,66.064,3.592,1.047,0.273,1.553,0.743,1.151,0.028,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,MS,Tavg,Average daily temperature,2010-2019,,42,364,65.169,1.628,42,364,65.16900000000001,21,6,65.351,64.095,66.628,2.809,1.095,0.426,1.987,0.182,0.279,-0.533,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,MS,Tavg,Average daily temperature,2020-2025,six-year recent period,42,196,66.288,2.747,42,196,66.2885,21,6,66.641,64.668,67.335,3.094,2.385,1.376,2.992,0.353,0.533,-0.362,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,MS,Tmax,Average daily high temperature,1980-1989,,43,394,75.044,0.0,43,394,75.0435,23,6,75.789,74.057,76.994,3.168,0.0,0.0,0.0,0.745,0.993,0.0,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,MS,Tmax,Average daily high temperature,1990-1999,,43,383,75.542,0.498,43,383,75.542,23,6,75.432,74.528,75.875,3.111,-0.357,-1.728,0.974,-0.11,-0.146,-0.855,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,MS,Tmax,Average daily high temperature,2000-2009,,43,387,75.981,0.938,43,387,75.981,23,6,76.913,75.219,77.504,2.779,1.123,-0.081,2.625,0.932,1.227,0.185,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,MS,Tmax,Average daily high temperature,2010-2019,,43,375,76.241,1.197,43,375,76.241,23,6,77.002,75.737,77.714,2.838,1.212,0.029,2.051,0.761,0.998,0.015,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,MS,Tmax,Average daily high temperature,2020-2025,six-year recent period,43,201,77.39,2.346,43,201,77.39,23,6,77.902,76.44,78.824,3.061,2.113,0.942,3.469,0.512,0.662,-0.233,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,MS,Tmin,Average daily low temperature,1980-1989,,43,386,51.685,0.0,43,386,51.685,21,6,52.614,51.555,53.718,2.341,0.0,0.0,0.0,0.929,1.797,0.0,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,MS,Tmin,Average daily low temperature,1990-1999,,43,362,52.771,1.086,43,362,52.771,21,6,52.67,51.837,53.952,2.509,0.056,-0.847,1.093,-0.101,-0.191,-1.03,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,MS,Tmin,Average daily low temperature,2000-2009,,43,375,52.859,1.174,43,375,52.859,21,6,53.661,52.173,55.086,3.047,1.047,0.142,2.257,0.802,1.517,-0.127,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,MS,Tmin,Average daily low temperature,2010-2019,,43,377,53.699,2.014,43,377,53.699,21,6,53.809,53.234,55.639,3.632,1.195,0.103,2.754,0.11,0.205,-0.819,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,MS,Tmin,Average daily low temperature,2020-2025,six-year recent period,43,197,55.119,3.434,43,197,55.119,21,6,54.991,54.028,56.528,2.911,2.377,1.474,3.923,-0.128,-0.232,-1.057,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,TX,Tavg,Average daily temperature,1980-1989,,194,1751,64.909,0.0,194,1751,64.909,139,6,65.033,64.146,65.569,4.744,0.0,0.0,0.0,0.124,0.191,0.0,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,TX,Tavg,Average daily temperature,1990-1999,,194,1787,65.31,0.401,194,1787,65.31,139,6,64.84,64.311,65.615,5.469,-0.193,-0.41,0.346,-0.47,-0.72,-0.594,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,TX,Tavg,Average daily temperature,2000-2009,,194,1768,65.59,0.681,194,1768,65.59,139,6,65.712,64.905,66.346,4.675,0.679,0.212,1.159,0.122,0.186,-0.002,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,TX,Tavg,Average daily temperature,2010-2019,,194,1844,66.183,1.274,194,1844,66.18350000000001,139,6,66.119,65.433,67.019,4.669,1.086,0.693,1.702,-0.064,-0.097,-0.188,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,TX,Tavg,Average daily temperature,2020-2025,six-year recent period,194,1087,67.065,2.156,194,1087,67.065,139,6,66.943,66.253,67.842,5.064,1.91,1.541,2.563,-0.122,-0.182,-0.246,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,TX,Tmax,Average daily high temperature,1980-1989,,195,1814,77.266,0.0,195,1814,77.2655,148,6,76.901,76.158,77.393,3.98,0.0,0.0,0.0,-0.365,-0.472,0.0,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,TX,Tmax,Average daily high temperature,1990-1999,,195,1830,77.49,0.224,195,1830,77.49,148,6,76.803,76.463,77.374,4.011,-0.098,-0.484,0.388,-0.687,-0.887,-0.322,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,TX,Tmax,Average daily high temperature,2000-2009,,195,1811,77.735,0.469,195,1811,77.735,148,6,77.488,77.009,77.849,3.329,0.587,0.174,1.012,-0.247,-0.318,0.118,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,TX,Tmax,Average daily high temperature,2010-2019,,195,1855,78.29,1.024,195,1855,78.29,148,6,78.134,77.749,78.524,3.713,1.234,0.776,1.691,-0.156,-0.199,0.21,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,TX,Tmax,Average daily high temperature,2020-2025,six-year recent period,195,1096,79.31,2.045,195,1096,79.31,148,6,79.174,78.653,79.728,4.102,2.273,1.795,2.722,-0.136,-0.171,0.228,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,TX,Tmin,Average daily low temperature,1980-1989,,194,1792,52.397,0.0,194,1792,52.397,145,6,52.898,51.793,53.594,6.769,0.0,0.0,0.0,0.501,0.956,0.0,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,TX,Tmin,Average daily low temperature,1990-1999,,194,1830,53.161,0.764,194,1830,53.1615,145,6,52.821,51.901,54.073,7.033,-0.076,-0.575,0.621,-0.34,-0.64,-0.84,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,TX,Tmin,Average daily low temperature,2000-2009,,194,1787,53.658,1.261,194,1787,53.658,145,6,53.88,52.896,55.154,6.285,0.982,0.466,1.818,0.222,0.414,-0.279,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,TX,Tmin,Average daily low temperature,2010-2019,,194,1845,54.155,1.758,194,1845,54.155,145,6,54.756,53.433,55.627,7.002,1.858,1.404,2.531,0.601,1.11,0.1,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,TX,Tmin,Average daily low temperature,2020-2025,six-year recent period,194,1088,55.105,2.708,194,1088,55.1055,145,6,55.56,54.344,56.456,7.338,2.663,2.125,3.306,0.455,0.826,-0.045,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
