state,variable,month,period,contributing_counties,median_across_counties_f,p25_across_counties_f,p75_across_counties_f,monthly_summaries_used,sample,counties_in_both_periods,median_paired_county_difference_f,p25_paired_difference_f,p75_paired_difference_f,month_name,season,variable_label,base_period
AL,Tavg,10,1990-1999,30,63.972,62.184,65.59,291,strict_balanced,30,0.466,0.149,0.892,Oct,shoulder,Average daily temperature,1980-1989
AL,Tavg,10,2000-2009,30,63.963,62.302,65.964,299,strict_balanced,30,0.82,0.37,1.711,Oct,shoulder,Average daily temperature,1980-1989
AL,Tavg,10,2010-2019,30,65.164,63.028,67.074,297,strict_balanced,30,1.95,1.45,2.328,Oct,shoulder,Average daily temperature,1980-1989
AL,Tavg,10,2020-2025,30,65.794,63.614,67.095,179,strict_balanced,30,2.34,1.654,2.989,Oct,shoulder,Average daily temperature,1980-1989
AL,Tavg,11,1980-1989,30,55.343,53.351,57.807,293,strict_balanced,30,0.0,0.0,0.0,Nov,cool,Average daily temperature,1980-1989
AL,Tavg,11,1990-1999,30,53.074,51.938,55.48,292,strict_balanced,30,-1.943,-2.448,-1.638,Nov,cool,Average daily temperature,1980-1989
AL,Tavg,11,2000-2009,30,54.09,52.279,56.286,296,strict_balanced,30,-1.199,-1.604,-0.236,Nov,cool,Average daily temperature,1980-1989
AL,Tavg,11,2010-2019,30,53.463,50.778,55.602,297,strict_balanced,30,-1.757,-2.368,-1.444,Nov,cool,Average daily temperature,1980-1989
AL,Tavg,11,2020-2025,30,56.165,53.957,58.625,180,strict_balanced,30,0.973,-0.048,1.283,Nov,cool,Average daily temperature,1980-1989
AL,Tavg,12,1980-1989,30,45.969,43.544,48.467,290,strict_balanced,30,0.0,0.0,0.0,Dec,cool,Average daily temperature,1980-1989
AL,Tavg,12,1990-1999,30,47.583,45.684,50.082,294,strict_balanced,30,1.842,1.086,2.238,Dec,cool,Average daily temperature,1980-1989
AL,Tavg,12,2000-2009,30,45.902,43.273,48.295,298,strict_balanced,30,0.146,-0.449,0.679,Dec,cool,Average daily temperature,1980-1989
AL,Tavg,12,2010-2019,30,49.018,46.17,51.877,298,strict_balanced,30,3.332,2.712,3.778,Dec,cool,Average daily temperature,1980-1989
AL,Tavg,12,2020-2025,30,49.652,46.901,51.835,180,strict_balanced,30,3.613,2.877,4.399,Dec,cool,Average daily temperature,1980-1989
AL,Tmax,1,1980-1989,35,53.247,50.424,56.695,340,strict_balanced,35,0.0,0.0,0.0,Jan,cool,Average daily high temperature,1980-1989
AL,Tmax,1,1990-1999,35,56.235,53.33,58.829,341,strict_balanced,35,2.767,1.996,3.181,Jan,cool,Average daily high temperature,1980-1989
AL,Tmax,1,2000-2009,35,56.473,53.017,59.407,346,strict_balanced,35,2.691,2.391,3.452,Jan,cool,Average daily high temperature,1980-1989
AL,Tmax,1,2010-2019,35,55.318,51.599,58.439,347,strict_balanced,35,1.781,1.064,2.29,Jan,cool,Average daily high temperature,1980-1989
AL,Tmax,1,2020-2025,35,56.13,52.304,59.752,209,strict_balanced,35,3.199,2.325,3.519,Jan,cool,Average daily high temperature,1980-1989
AL,Tmax,2,1980-1989,35,57.925,54.823,61.451,335,strict_balanced,35,0.0,0.0,0.0,Feb,cool,Average daily high temperature,1980-1989
AL,Tmax,2,1990-1999,35,61.063,57.927,63.45,342,strict_balanced,35,2.418,1.968,3.158,Feb,cool,Average daily high temperature,1980-1989
AL,Tmax,2,2000-2009,35,60.26,56.951,62.91,349,strict_balanced,35,1.699,1.263,2.223,Feb,cool,Average daily high temperature,1980-1989
AL,Tmax,2,2010-2019,35,60.533,56.753,63.999,346,strict_balanced,35,2.444,1.016,2.756,Feb,cool,Average daily high temperature,1980-1989
AL,Tmax,2,2020-2025,35,63.186,59.18,66.406,209,strict_balanced,35,4.96,3.774,5.602,Feb,cool,Average daily high temperature,1980-1989
AL,Tmax,3,1980-1989,35,66.995,65.233,69.33,342,strict_balanced,35,0.0,0.0,0.0,Mar,cool,Average daily high temperature,1980-1989
AL,Tmax,3,1990-1999,35,67.618,65.031,69.366,341,strict_balanced,35,-0.052,-0.324,0.388,Mar,cool,Average daily high temperature,1980-1989
AL,Tmax,3,2000-2009,35,69.058,66.557,70.893,349,strict_balanced,35,1.467,1.064,1.841,Mar,cool,Average daily high temperature,1980-1989
AL,Tmax,3,2010-2019,35,67.504,64.843,70.217,346,strict_balanced,35,0.657,0.024,1.206,Mar,cool,Average daily high temperature,1980-1989
AL,Tmax,3,2020-2025,35,71.191,68.601,73.766,210,strict_balanced,35,4.064,3.34,4.606,Mar,cool,Average daily high temperature,1980-1989
AL,Tmax,4,1980-1989,35,74.628,73.425,76.225,341,strict_balanced,35,0.0,0.0,0.0,Apr,cool,Average daily high temperature,1980-1989
AL,Tmax,4,1990-1999,35,74.942,73.487,75.919,341,strict_balanced,35,0.169,-0.531,0.472,Apr,cool,Average daily high temperature,1980-1989
AL,Tmax,4,2000-2009,35,75.673,73.786,77.088,349,strict_balanced,35,0.841,0.343,1.295,Apr,cool,Average daily high temperature,1980-1989
AL,Tmax,4,2010-2019,35,76.263,74.237,77.518,346,strict_balanced,35,1.738,1.001,2.458,Apr,cool,Average daily high temperature,1980-1989
AL,Tmax,4,2020-2025,35,75.634,72.978,77.67,210,strict_balanced,35,1.175,0.289,1.643,Apr,cool,Average daily high temperature,1980-1989
AL,Tmax,5,1980-1989,35,82.292,80.677,83.254,344,strict_balanced,35,0.0,0.0,0.0,May,shoulder,Average daily high temperature,1980-1989
AL,Tmax,5,1990-1999,35,82.319,80.49,83.028,341,strict_balanced,35,-0.101,-0.264,0.392,May,shoulder,Average daily high temperature,1980-1989
AL,Tmax,5,2000-2009,35,82.541,80.665,84.486,348,strict_balanced,35,0.747,0.091,1.285,May,shoulder,Average daily high temperature,1980-1989
AL,Tmax,5,2010-2019,35,82.92,81.406,84.378,346,strict_balanced,35,1.322,0.651,2.055,May,shoulder,Average daily high temperature,1980-1989
AL,Tmax,5,2020-2025,35,82.227,79.806,84.001,210,strict_balanced,35,-0.156,-0.686,0.582,May,shoulder,Average daily high temperature,1980-1989
AL,Tmax,6,1980-1989,35,88.611,87.743,89.775,347,strict_balanced,35,0.0,0.0,0.0,Jun,warm,Average daily high temperature,1980-1989
AL,Tmax,6,1990-1999,35,87.304,86.33,88.088,340,strict_balanced,35,-1.378,-1.919,-0.817,Jun,warm,Average daily high temperature,1980-1989
AL,Tmax,6,2000-2009,35,88.039,87.528,89.745,345,strict_balanced,35,-0.049,-0.577,0.497,Jun,warm,Average daily high temperature,1980-1989
AL,Tmax,6,2010-2019,35,88.991,88.446,90.091,346,strict_balanced,35,0.631,-0.177,1.327,Jun,warm,Average daily high temperature,1980-1989
AL,Tmax,6,2020-2025,35,88.444,87.083,89.694,210,strict_balanced,35,-0.425,-1.033,0.258,Jun,warm,Average daily high temperature,1980-1989
AL,Tmax,7,1980-1989,35,91.248,90.546,91.679,344,strict_balanced,35,0.0,0.0,0.0,Jul,warm,Average daily high temperature,1980-1989
AL,Tmax,7,1990-1999,35,90.49,89.923,91.252,340,strict_balanced,35,-0.426,-0.74,0.004,Jul,warm,Average daily high temperature,1980-1989
AL,Tmax,7,2000-2009,35,90.447,89.688,91.494,346,strict_balanced,35,-0.436,-1.132,0.22,Jul,warm,Average daily high temperature,1980-1989
AL,Tmax,7,2010-2019,35,90.556,89.973,91.578,348,strict_balanced,35,-0.241,-0.885,0.324,Jul,warm,Average daily high temperature,1980-1989
AL,Tmax,7,2020-2025,35,90.634,89.917,91.398,209,strict_balanced,35,-0.396,-1.127,0.223,Jul,warm,Average daily high temperature,1980-1989
AL,Tmax,8,1980-1989,35,90.532,89.999,91.052,345,strict_balanced,35,0.0,0.0,0.0,Aug,warm,Average daily high temperature,1980-1989
AL,Tmax,8,1990-1999,35,89.979,89.498,90.693,338,strict_balanced,35,-0.428,-0.927,0.19,Aug,warm,Average daily high temperature,1980-1989
AL,Tmax,8,2000-2009,35,90.679,90.025,91.243,346,strict_balanced,35,0.197,-0.417,0.597,Aug,warm,Average daily high temperature,1980-1989
AL,Tmax,8,2010-2019,35,90.281,89.419,91.048,348,strict_balanced,35,-0.325,-0.885,0.672,Aug,warm,Average daily high temperature,1980-1989
AL,Tmax,8,2020-2025,35,90.269,88.941,91.349,209,strict_balanced,35,-0.527,-1.257,0.546,Aug,warm,Average daily high temperature,1980-1989
AL,Tmax,9,1980-1989,35,85.682,83.875,86.457,341,strict_balanced,35,0.0,0.0,0.0,Sep,warm,Average daily high temperature,1980-1989
AL,Tmax,9,1990-1999,35,86.041,85.276,86.799,341,strict_balanced,35,0.576,0.084,1.223,Sep,warm,Average daily high temperature,1980-1989
AL,Tmax,9,2000-2009,35,85.241,84.035,86.398,347,strict_balanced,35,-0.166,-0.55,0.598,Sep,warm,Average daily high temperature,1980-1989
AL,Tmax,9,2010-2019,35,87.363,86.038,88.419,347,strict_balanced,35,2.005,1.446,2.701,Sep,warm,Average daily high temperature,1980-1989
AL,Tmax,9,2020-2025,35,85.559,83.94,86.876,209,strict_balanced,35,0.067,-0.568,0.799,Sep,warm,Average daily high temperature,1980-1989
AL,Tmax,10,1980-1989,35,75.618,73.725,77.827,344,strict_balanced,35,0.0,0.0,0.0,Oct,shoulder,Average daily high temperature,1980-1989
AL,Tmax,10,1990-1999,35,76.208,74.642,77.447,338,strict_balanced,35,0.444,-0.155,1.006,Oct,shoulder,Average daily high temperature,1980-1989
AL,Tmax,10,2000-2009,35,76.248,74.653,78.018,350,strict_balanced,35,0.418,-0.102,1.021,Oct,shoulder,Average daily high temperature,1980-1989
AL,Tmax,10,2010-2019,35,77.794,75.75,79.589,348,strict_balanced,35,2.053,1.435,2.671,Oct,shoulder,Average daily high temperature,1980-1989
AL,Tmax,10,2020-2025,35,77.946,75.555,79.528,209,strict_balanced,35,2.062,1.239,2.653,Oct,shoulder,Average daily high temperature,1980-1989
AL,Tmax,11,1980-1989,35,67.373,64.541,69.973,344,strict_balanced,35,0.0,0.0,0.0,Nov,cool,Average daily high temperature,1980-1989
AL,Tmax,11,1990-1999,35,66.105,63.136,67.864,342,strict_balanced,35,-1.721,-2.031,-1.337,Nov,cool,Average daily high temperature,1980-1989
AL,Tmax,11,2000-2009,35,67.078,64.594,69.057,345,strict_balanced,35,-0.289,-1.034,0.209,Nov,cool,Average daily high temperature,1980-1989
AL,Tmax,11,2010-2019,35,65.593,63.138,68.597,347,strict_balanced,35,-1.159,-2.058,-0.694,Nov,cool,Average daily high temperature,1980-1989
AL,Tmax,11,2020-2025,35,68.188,65.654,70.515,210,strict_balanced,35,1.169,0.205,1.546,Nov,cool,Average daily high temperature,1980-1989
AL,Tmax,12,1980-1989,35,56.61,53.728,60.142,339,strict_balanced,35,0.0,0.0,0.0,Dec,cool,Average daily high temperature,1980-1989
AL,Tmax,12,1990-1999,35,58.321,55.447,60.76,343,strict_balanced,35,1.417,0.963,1.668,Dec,cool,Average daily high temperature,1980-1989
AL,Tmax,12,2000-2009,35,57.498,54.198,60.149,349,strict_balanced,35,0.434,-0.052,0.908,Dec,cool,Average daily high temperature,1980-1989
AL,Tmax,12,2010-2019,35,59.054,55.798,62.591,348,strict_balanced,35,2.602,1.754,3.103,Dec,cool,Average daily high temperature,1980-1989
AL,Tmax,12,2020-2025,35,60.638,57.441,63.285,208,strict_balanced,35,3.627,2.783,4.486,Dec,cool,Average daily high temperature,1980-1989
AL,Tmin,1,1980-1989,32,31.519,29.416,33.55,307,strict_balanced,32,0.0,0.0,0.0,Jan,cool,Average daily low temperature,1980-1989
AL,Tmin,1,1990-1999,32,35.663,33.354,37.336,313,strict_balanced,32,3.936,3.073,4.866,Jan,cool,Average daily low temperature,1980-1989
AL,Tmin,1,2000-2009,32,33.749,31.629,36.093,317,strict_balanced,32,2.548,1.716,3.209,Jan,cool,Average daily low temperature,1980-1989
AL,Tmin,1,2010-2019,32,33.234,30.291,35.59,316,strict_balanced,32,1.827,1.035,2.849,Jan,cool,Average daily low temperature,1980-1989
AL,Tmin,1,2020-2025,32,34.725,32.044,37.274,192,strict_balanced,32,3.04,2.509,4.495,Jan,cool,Average daily low temperature,1980-1989
AL,Tmin,2,1980-1989,32,35.404,33.922,37.478,304,strict_balanced,32,0.0,0.0,0.0,Feb,cool,Average daily low temperature,1980-1989
AL,Tmin,2,1990-1999,32,38.495,36.363,40.353,310,strict_balanced,32,2.481,1.9,3.201,Feb,cool,Average daily low temperature,1980-1989
AL,Tmin,2,2000-2009,32,35.545,33.778,38.352,318,strict_balanced,32,0.487,-0.464,1.466,Feb,cool,Average daily low temperature,1980-1989
AL,Tmin,2,2010-2019,32,38.433,34.918,41.02,317,strict_balanced,32,3.008,1.952,3.723,Feb,cool,Average daily low temperature,1980-1989
AL,Tmin,2,2020-2025,32,39.995,36.188,42.975,191,strict_balanced,32,4.244,3.568,5.367,Feb,cool,Average daily low temperature,1980-1989
AL,Tmin,3,1980-1989,32,42.478,41.217,44.281,310,strict_balanced,32,0.0,0.0,0.0,Mar,cool,Average daily low temperature,1980-1989
AL,Tmin,3,1990-1999,32,42.772,41.235,44.483,311,strict_balanced,32,0.173,-0.48,0.741,Mar,cool,Average daily low temperature,1980-1989
AL,Tmin,3,2000-2009,32,43.211,41.68,45.664,319,strict_balanced,32,0.925,0.085,1.99,Mar,cool,Average daily low temperature,1980-1989
AL,Tmin,3,2010-2019,32,44.207,41.218,45.927,317,strict_balanced,32,1.47,0.487,2.202,Mar,cool,Average daily low temperature,1980-1989
AL,Tmin,3,2020-2025,32,46.759,44.657,49.332,192,strict_balanced,32,4.404,3.533,5.146,Mar,cool,Average daily low temperature,1980-1989
AL,Tmin,4,1980-1989,32,48.608,47.456,50.102,309,strict_balanced,32,0.0,0.0,0.0,Apr,cool,Average daily low temperature,1980-1989
AL,Tmin,4,1990-1999,32,49.739,48.117,50.859,309,strict_balanced,32,0.739,0.124,1.577,Apr,cool,Average daily low temperature,1980-1989
AL,Tmin,4,2000-2009,32,49.808,48.33,51.323,318,strict_balanced,32,1.362,0.188,2.044,Apr,cool,Average daily low temperature,1980-1989
AL,Tmin,4,2010-2019,32,51.463,49.484,52.787,317,strict_balanced,32,2.492,1.622,3.132,Apr,cool,Average daily low temperature,1980-1989
AL,Tmin,4,2020-2025,32,51.343,48.953,52.912,192,strict_balanced,32,2.374,1.502,3.116,Apr,cool,Average daily low temperature,1980-1989
AL,Tmin,5,1980-1989,32,58.082,56.924,58.978,308,strict_balanced,32,0.0,0.0,0.0,May,shoulder,Average daily low temperature,1980-1989
AL,Tmin,5,1990-1999,32,58.663,57.251,59.933,312,strict_balanced,32,0.359,0.019,1.249,May,shoulder,Average daily low temperature,1980-1989
AL,Tmin,5,2000-2009,32,59.131,57.732,60.625,317,strict_balanced,32,1.35,0.654,2.065,May,shoulder,Average daily low temperature,1980-1989
AL,Tmin,5,2010-2019,32,59.763,58.685,60.81,317,strict_balanced,32,1.635,1.182,2.356,May,shoulder,Average daily low temperature,1980-1989
AL,Tmin,5,2020-2025,32,60.863,58.807,61.587,192,strict_balanced,32,2.368,1.76,3.203,May,shoulder,Average daily low temperature,1980-1989
AL,Tmin,6,1980-1989,32,66.043,64.843,66.892,314,strict_balanced,32,0.0,0.0,0.0,Jun,warm,Average daily low temperature,1980-1989
AL,Tmin,6,1990-1999,32,66.548,65.311,67.4,312,strict_balanced,32,0.52,-0.373,0.884,Jun,warm,Average daily low temperature,1980-1989
AL,Tmin,6,2000-2009,32,66.184,64.906,67.666,314,strict_balanced,32,0.626,-0.197,1.211,Jun,warm,Average daily low temperature,1980-1989
AL,Tmin,6,2010-2019,32,68.243,66.84,69.003,316,strict_balanced,32,1.963,1.417,2.831,Jun,warm,Average daily low temperature,1980-1989
AL,Tmin,6,2020-2025,32,67.866,66.253,68.624,192,strict_balanced,32,1.647,1.077,2.396,Jun,warm,Average daily low temperature,1980-1989
AL,Tmin,7,1980-1989,32,69.386,68.511,70.312,316,strict_balanced,32,0.0,0.0,0.0,Jul,warm,Average daily low temperature,1980-1989
AL,Tmin,7,1990-1999,32,70.078,69.258,70.96,313,strict_balanced,32,0.698,0.249,1.376,Jul,warm,Average daily low temperature,1980-1989
AL,Tmin,7,2000-2009,32,69.423,68.224,70.569,317,strict_balanced,32,0.219,-0.475,0.673,Jul,warm,Average daily low temperature,1980-1989
AL,Tmin,7,2010-2019,32,70.688,69.828,71.374,318,strict_balanced,32,1.404,0.718,1.823,Jul,warm,Average daily low temperature,1980-1989
AL,Tmin,7,2020-2025,32,71.555,70.791,72.297,191,strict_balanced,32,2.189,1.793,2.819,Jul,warm,Average daily low temperature,1980-1989
AL,Tmin,8,1980-1989,32,69.054,67.652,69.756,318,strict_balanced,32,0.0,0.0,0.0,Aug,warm,Average daily low temperature,1980-1989
AL,Tmin,8,1990-1999,32,68.644,67.556,69.733,310,strict_balanced,32,-0.193,-0.538,0.592,Aug,warm,Average daily low temperature,1980-1989
AL,Tmin,8,2000-2009,32,69.454,68.327,70.438,317,strict_balanced,32,0.727,0.243,1.158,Aug,warm,Average daily low temperature,1980-1989
AL,Tmin,8,2010-2019,32,70.056,68.554,70.965,318,strict_balanced,32,1.216,0.424,1.792,Aug,warm,Average daily low temperature,1980-1989
AL,Tmin,8,2020-2025,32,70.51,68.586,71.213,191,strict_balanced,32,1.423,1.021,2.205,Aug,warm,Average daily low temperature,1980-1989
AL,Tmin,9,1980-1989,32,62.733,61.059,63.393,309,strict_balanced,32,0.0,0.0,0.0,Sep,warm,Average daily low temperature,1980-1989
AL,Tmin,9,1990-1999,32,62.969,60.963,64.309,313,strict_balanced,32,0.496,-0.213,1.042,Sep,warm,Average daily low temperature,1980-1989
AL,Tmin,9,2000-2009,32,64.187,61.861,65.622,317,strict_balanced,32,1.481,0.719,2.483,Sep,warm,Average daily low temperature,1980-1989
AL,Tmin,9,2010-2019,32,64.945,62.303,66.055,317,strict_balanced,32,2.418,1.534,3.079,Sep,warm,Average daily low temperature,1980-1989
AL,Tmin,9,2020-2025,32,65.027,62.561,65.768,191,strict_balanced,32,2.216,1.073,2.886,Sep,warm,Average daily low temperature,1980-1989
AL,Tmin,10,1980-1989,32,51.256,49.264,52.004,313,strict_balanced,32,0.0,0.0,0.0,Oct,shoulder,Average daily low temperature,1980-1989
AL,Tmin,10,1990-1999,32,51.597,49.333,53.465,311,strict_balanced,32,0.561,-0.036,1.391,Oct,shoulder,Average daily low temperature,1980-1989
AL,Tmin,10,2000-2009,32,52.268,49.998,54.122,319,strict_balanced,32,1.476,0.589,2.456,Oct,shoulder,Average daily low temperature,1980-1989
AL,Tmin,10,2010-2019,32,52.716,50.144,54.554,317,strict_balanced,32,1.783,0.89,2.685,Oct,shoulder,Average daily low temperature,1980-1989
AL,Tmin,10,2020-2025,32,53.452,51.236,54.731,191,strict_balanced,32,2.317,1.444,3.519,Oct,shoulder,Average daily low temperature,1980-1989
AL,Tmin,11,1980-1989,32,43.675,42.003,45.341,312,strict_balanced,32,0.0,0.0,0.0,Nov,cool,Average daily low temperature,1980-1989
AL,Tmin,11,1990-1999,32,41.034,39.758,43.174,308,strict_balanced,32,-2.231,-3.065,-1.279,Nov,cool,Average daily low temperature,1980-1989
AL,Tmin,11,2000-2009,32,41.854,40.082,43.777,316,strict_balanced,32,-1.823,-2.385,-0.505,Nov,cool,Average daily low temperature,1980-1989
AL,Tmin,11,2010-2019,32,40.802,38.437,42.936,317,strict_balanced,32,-2.379,-3.323,-1.674,Nov,cool,Average daily low temperature,1980-1989
AL,Tmin,11,2020-2025,32,44.106,41.339,46.304,192,strict_balanced,32,0.861,-0.526,1.759,Nov,cool,Average daily low temperature,1980-1989
AL,Tmin,12,1980-1989,32,35.061,33.336,36.816,310,strict_balanced,32,0.0,0.0,0.0,Dec,cool,Average daily low temperature,1980-1989
AL,Tmin,12,1990-1999,32,37.177,35.201,39.013,312,strict_balanced,32,2.387,1.39,3.146,Dec,cool,Average daily low temperature,1980-1989
AL,Tmin,12,2000-2009,32,34.677,32.411,36.919,317,strict_balanced,32,-0.14,-0.744,0.77,Dec,cool,Average daily low temperature,1980-1989
AL,Tmin,12,2010-2019,32,38.731,36.193,41.003,318,strict_balanced,32,3.779,3.133,4.907,Dec,cool,Average daily low temperature,1980-1989
AL,Tmin,12,2020-2025,32,38.566,35.971,40.831,192,strict_balanced,32,3.626,2.897,4.31,Dec,cool,Average daily low temperature,1980-1989
FL,Tavg,1,1980-1989,34,58.855,54.391,61.065,337,strict_balanced,34,0.0,0.0,0.0,Jan,cool,Average daily temperature,1980-1989
FL,Tavg,1,1990-1999,34,62.472,58.509,64.425,334,strict_balanced,34,3.443,3.171,3.907,Jan,cool,Average daily temperature,1980-1989
FL,Tavg,1,2000-2009,34,60.209,56.312,61.269,335,strict_balanced,34,1.25,0.854,2.059,Jan,cool,Average daily temperature,1980-1989
FL,Tavg,1,2010-2019,34,60.217,55.698,62.422,336,strict_balanced,34,1.487,0.898,1.875,Jan,cool,Average daily temperature,1980-1989
FL,Tavg,1,2020-2025,34,60.94,57.134,63.906,203,strict_balanced,34,2.566,2.083,3.044,Jan,cool,Average daily temperature,1980-1989
FL,Tavg,2,1980-1989,34,62.443,58.9,64.282,331,strict_balanced,34,0.0,0.0,0.0,Feb,cool,Average daily temperature,1980-1989
FL,Tavg,2,1990-1999,34,63.866,60.269,65.633,329,strict_balanced,34,1.449,1.145,2.177,Feb,cool,Average daily temperature,1980-1989
FL,Tavg,2,2000-2009,34,62.997,58.389,63.957,336,strict_balanced,34,0.325,-0.072,0.85,Feb,cool,Average daily temperature,1980-1989
FL,Tavg,2,2010-2019,34,64.363,59.715,66.089,337,strict_balanced,34,2.066,1.585,2.662,Feb,cool,Average daily temperature,1980-1989
FL,Tavg,2,2020-2025,34,66.18,62.152,68.298,203,strict_balanced,34,4.07,3.667,4.564,Feb,cool,Average daily temperature,1980-1989
FL,Tavg,3,1980-1989,34,66.434,63.641,67.47,335,strict_balanced,34,0.0,0.0,0.0,Mar,cool,Average daily temperature,1980-1989
FL,Tavg,3,1990-1999,34,66.554,63.748,68.323,337,strict_balanced,34,0.338,0.162,0.509,Mar,cool,Average daily temperature,1980-1989
FL,Tavg,3,2000-2009,34,67.783,64.101,69.01,337,strict_balanced,34,1.342,0.89,1.607,Mar,cool,Average daily temperature,1980-1989
FL,Tavg,3,2010-2019,34,66.577,63.621,68.049,337,strict_balanced,34,0.465,0.228,0.917,Mar,cool,Average daily temperature,1980-1989
FL,Tavg,3,2020-2025,34,70.003,66.993,71.613,203,strict_balanced,34,3.779,3.339,4.325,Mar,cool,Average daily temperature,1980-1989
FL,Tavg,4,1980-1989,34,70.011,68.14,71.269,337,strict_balanced,34,0.0,0.0,0.0,Apr,cool,Average daily temperature,1980-1989
FL,Tavg,4,1990-1999,34,71.174,69.086,72.745,336,strict_balanced,34,1.125,0.84,1.429,Apr,cool,Average daily temperature,1980-1989
FL,Tavg,4,2000-2009,34,70.528,68.417,72.07,337,strict_balanced,34,0.662,0.245,1.177,Apr,cool,Average daily temperature,1980-1989
FL,Tavg,4,2010-2019,34,73.078,70.569,74.512,336,strict_balanced,34,2.662,2.304,3.281,Apr,cool,Average daily temperature,1980-1989
FL,Tavg,4,2020-2025,34,73.227,70.965,74.721,203,strict_balanced,34,3.122,2.781,3.454,Apr,cool,Average daily temperature,1980-1989
FL,Tavg,5,1980-1989,34,75.588,74.289,76.769,335,strict_balanced,34,0.0,0.0,0.0,May,shoulder,Average daily temperature,1980-1989
FL,Tavg,5,1990-1999,34,76.501,75.421,77.934,337,strict_balanced,34,1.039,0.778,1.401,May,shoulder,Average daily temperature,1980-1989
FL,Tavg,5,2000-2009,34,76.553,75.474,77.597,337,strict_balanced,34,1.001,0.456,1.35,May,shoulder,Average daily temperature,1980-1989
FL,Tavg,5,2010-2019,34,77.006,76.204,78.458,338,strict_balanced,34,1.748,1.254,2.234,May,shoulder,Average daily temperature,1980-1989
FL,Tavg,5,2020-2025,34,78.081,76.921,79.315,204,strict_balanced,34,2.436,2.088,2.839,May,shoulder,Average daily temperature,1980-1989
FL,Tavg,6,1980-1989,34,80.558,79.831,81.216,336,strict_balanced,34,0.0,0.0,0.0,Jun,warm,Average daily temperature,1980-1989
FL,Tavg,6,1990-1999,34,80.39,79.984,81.471,338,strict_balanced,34,0.138,-0.253,0.402,Jun,warm,Average daily temperature,1980-1989
FL,Tavg,6,2000-2009,34,80.788,79.989,81.365,336,strict_balanced,34,0.196,-0.23,0.391,Jun,warm,Average daily temperature,1980-1989
FL,Tavg,6,2010-2019,34,81.478,81.002,82.399,337,strict_balanced,34,1.055,0.808,1.428,Jun,warm,Average daily temperature,1980-1989
FL,Tavg,6,2020-2025,34,81.666,81.15,82.589,204,strict_balanced,34,1.201,0.927,1.536,Jun,warm,Average daily temperature,1980-1989
FL,Tavg,7,1980-1989,34,82.006,81.518,82.514,338,strict_balanced,34,0.0,0.0,0.0,Jul,warm,Average daily temperature,1980-1989
FL,Tavg,7,1990-1999,34,82.341,81.892,83.022,338,strict_balanced,34,0.364,0.107,0.697,Jul,warm,Average daily temperature,1980-1989
FL,Tavg,7,2000-2009,34,82.075,81.392,82.55,335,strict_balanced,34,0.072,-0.257,0.343,Jul,warm,Average daily temperature,1980-1989
FL,Tavg,7,2010-2019,34,82.878,82.181,83.466,336,strict_balanced,34,0.928,0.537,1.057,Jul,warm,Average daily temperature,1980-1989
FL,Tavg,7,2020-2025,34,83.539,82.981,84.371,203,strict_balanced,34,1.606,1.315,1.914,Jul,warm,Average daily temperature,1980-1989
FL,Tavg,8,1980-1989,34,82.076,81.53,82.747,336,strict_balanced,34,0.0,0.0,0.0,Aug,warm,Average daily temperature,1980-1989
FL,Tavg,8,1990-1999,34,82.041,81.523,82.798,338,strict_balanced,34,0.077,-0.194,0.266,Aug,warm,Average daily temperature,1980-1989
FL,Tavg,8,2000-2009,34,82.263,81.562,82.959,334,strict_balanced,34,0.097,-0.078,0.555,Aug,warm,Average daily temperature,1980-1989
FL,Tavg,8,2010-2019,34,83.105,82.442,83.803,338,strict_balanced,34,1.032,0.642,1.24,Aug,warm,Average daily temperature,1980-1989
FL,Tavg,8,2020-2025,34,83.516,83.271,84.575,204,strict_balanced,34,1.74,1.531,1.946,Aug,warm,Average daily temperature,1980-1989
FL,Tavg,9,1980-1989,34,80.348,78.992,81.301,339,strict_balanced,34,0.0,0.0,0.0,Sep,warm,Average daily temperature,1980-1989
FL,Tavg,9,1990-1999,34,80.316,79.308,81.561,337,strict_balanced,34,0.285,0.062,0.585,Sep,warm,Average daily temperature,1980-1989
FL,Tavg,9,2000-2009,34,80.722,79.579,81.416,336,strict_balanced,34,0.527,0.134,0.96,Sep,warm,Average daily temperature,1980-1989
FL,Tavg,9,2010-2019,34,80.953,80.24,82.253,337,strict_balanced,34,1.257,0.831,1.681,Sep,warm,Average daily temperature,1980-1989
FL,Tavg,9,2020-2025,34,81.391,79.897,82.259,204,strict_balanced,34,1.355,0.774,1.576,Sep,warm,Average daily temperature,1980-1989
FL,Tavg,10,1980-1989,34,74.952,71.87,76.366,339,strict_balanced,34,0.0,0.0,0.0,Oct,shoulder,Average daily temperature,1980-1989
FL,Tavg,10,1990-1999,34,75.253,72.724,76.718,336,strict_balanced,34,0.598,0.192,0.843,Oct,shoulder,Average daily temperature,1980-1989
FL,Tavg,10,2000-2009,34,75.68,72.932,76.561,335,strict_balanced,34,0.663,0.281,1.084,Oct,shoulder,Average daily temperature,1980-1989
FL,Tavg,10,2010-2019,34,75.943,72.817,77.378,336,strict_balanced,34,1.135,0.68,1.49,Oct,shoulder,Average daily temperature,1980-1989
FL,Tavg,10,2020-2025,34,76.33,73.228,77.761,204,strict_balanced,34,1.529,1.277,1.932,Oct,shoulder,Average daily temperature,1980-1989
