table,table_purpose,column,reader_facing_label,definition,unit,dtype,documentation_source,documented,note
imputation_sensitivity.csv,state summaries under six county subsets,stratum,County subset,county subset used for the data-quality sensitivity,,str,pattern,True,
imputation_sensitivity.csv,state summaries under six county subsets,stratum_label,County subset,county subset used for the data-quality sensitivity,,str,pattern,True,
imputation_sensitivity.csv,state summaries under six county subsets,construct_id,Construct,"revised construct identifier; TX denotes the daily maximum temperature, NOT the state",,str,exact,True,
imputation_sensitivity.csv,state summaries under six county subsets,counties,Counties,number of counties,counties,int64,pattern,True,
imputation_sensitivity.csv,state summaries under six county subsets,median_annual_classified_days,Median annual classified days,median across annual county-level observations of the classified-day count,records,float64,pattern,True,
imputation_sensitivity.csv,state summaries under six county subsets,p25_annual_classified_days,Classified days,county-dates classified by the construct,records,float64,pattern,True,
imputation_sensitivity.csv,state summaries under six county subsets,p75_annual_classified_days,Classified days,county-dates classified by the construct,records,float64,pattern,True,
imputation_sensitivity.csv,state summaries under six county subsets,median_annual_event_count,Median annual events,median across annual county-level observations of the event count,events,float64,pattern,True,
imputation_sensitivity.csv,state summaries under six county subsets,median_cumulative_classified_days,Classified days,county-dates classified by the construct,records,float64,pattern,True,
imputation_sensitivity.csv,state summaries under six county subsets,classified_days_per_1000_valid,Classification rate,"classified days per 1,000 valid daily county-level observations","per 1,000",float64,exact,True,
imputation_sensitivity.csv,state summaries under six county subsets,warm_season_rate_per_1000,Classification rate,"classified days per 1,000 valid daily county-level observations","per 1,000",float64,pattern,True,
imputation_sensitivity.csv,state summaries under six county subsets,shoulder_rate_per_1000,Classification rate,"classified days per 1,000 valid daily county-level observations","per 1,000",float64,pattern,True,
imputation_sensitivity.csv,state summaries under six county subsets,cool_season_rate_per_1000,Classification rate,"classified days per 1,000 valid daily county-level observations","per 1,000",float64,pattern,True,
imputation_sensitivity.csv,state summaries under six county subsets,pct_days_june_september,June-September share,share of classified days falling in June-September,percent,float64,pattern,True,
imputation_sensitivity.csv,state summaries under six county subsets,long_events_per_100_county_years,Long events per 100 county years,,,float64,undocumented,False,
imputation_sensitivity.csv,state summaries under six county subsets,pct_classified_days_imputed,Percentage,percentage,percent,float64,pattern,True,
imputation_sensitivity_rankings.csv,ranking invariance and what the subsets change,stratum,County subset,county subset used for the data-quality sensitivity,,str,pattern,True,
imputation_sensitivity_rankings.csv,ranking invariance and what the subsets change,stratum_label,County subset,county subset used for the data-quality sensitivity,,str,pattern,True,
imputation_sensitivity_rankings.csv,ranking invariance and what the subsets change,construct_id,Construct,"revised construct identifier; TX denotes the daily maximum temperature, NOT the state",,str,exact,True,
imputation_sensitivity_rankings.csv,ranking invariance and what the subsets change,counties_compared,Counties,number of counties,counties,int64,pattern,True,
imputation_sensitivity_rankings.csv,ranking invariance and what the subsets change,counties_excluded,Counties,number of counties,counties,int64,pattern,True,
imputation_sensitivity_rankings.csv,ranking invariance and what the subsets change,spearman_vs_all_counties,Counties,number of counties,counties,float64,pattern,True,
imputation_sensitivity_rankings.csv,ranking invariance and what the subsets change,spearman_is_an_invariant_check,Spearman is an invariant check,,,bool,undocumented,False,
imputation_sensitivity_rankings.csv,ranking invariance and what the subsets change,invariant_holds,Invariant holds,,,bool,undocumented,False,
imputation_sensitivity_rankings.csv,ranking invariance and what the subsets change,top10_counties_excluded_by_this_subset,Top10 counties excluded by this subset,,,int64,undocumented,False,
imputation_sensitivity_rankings.csv,ranking invariance and what the subsets change,top25_counties_excluded_by_this_subset,Top25 counties excluded by this subset,,,int64,undocumented,False,
imputation_sensitivity_rankings.csv,ranking invariance and what the subsets change,median_cumulative_all_counties,Counties,number of counties,counties,float64,pattern,True,
imputation_sensitivity_rankings.csv,ranking invariance and what the subsets change,median_cumulative_this_subset,Median cumulative this subset,,,float64,undocumented,False,
imputation_sensitivity_rankings.csv,ranking invariance and what the subsets change,median_shift,Median shift,,,float64,undocumented,False,
imputation_sensitivity_rankings.csv,ranking invariance and what the subsets change,note,Note,free-text qualification attached to the row,,str,pattern,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,event_id,Event,unique event identifier,,str,exact,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,construct_id,Construct,"revised construct identifier; TX denotes the daily maximum temperature, NOT the state",,str,exact,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,construct_family,Construct family,"relative, hybrid or absolute",,str,exact,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,legacy_definition_id,Legacy identifier,the identifier the current package files this construct under,,str,exact,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,county_fips,County,five-digit county FIPS code,,int64,exact,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,county_name,County,county name,,str,exact,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,event_start_date,Start date,first date of the event,date,str,exact,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,event_end_date,End date,last date of the event,date,str,exact,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,event_duration_days,Duration,number of consecutive calendar dates in the event; always an integer,days,int64,exact,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,event_peak_temperature_f,Peak daily high,highest daily high inside the event,degF,float64,exact,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,event_peak_date,Peak date,date of the highest daily high,date,str,exact,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,maximum_threshold_exceedance_f,Maximum exceedance,largest single-day amount by which the daily high exceeded its threshold,degF,float64,exact,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,maximum_exceedance_date,Maximum exceedance date,date of the largest exceedance,date,str,exact,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,cumulative_exceedance_degree_days,Cumulative exceedance,sum over the event of the positive daily exceedance above the threshold,degF-days,float64,exact,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,observed_day_count,Observed days,days in the event whose temperature was observed,days,int64,exact,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,imputed_day_count,Gap-filled days,days in the event whose temperature was gap-filled,days,int64,exact,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,qc_review_status,Review status,"ok, or a semicolon-separated list of review flags",,str,exact,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,requires_manual_review,Needs review,the review status is not ok,,bool,exact,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,percentile,Percentile,percentile of the county- and calendar-date-specific historical daily-high distribution,percentile,float64,exact,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,duration_days_minimum,Minimum duration,minimum number of consecutive qualifying days,days,int64,exact,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,absolute_gate_f,Absolute gate,absolute daily-high gate; NOT a National Weather Service advisory threshold,degF,float64,exact,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,threshold_window,Threshold window,how baseline days are pooled to estimate the threshold,,str,exact,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,mean_daily_high_f,Mean daily high,mean daily high across the days of the event,degF,float64,pattern,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,minimum_reference_values,Smallest baseline sample,smallest walk-forward baseline sample behind any threshold used inside the event,observations,float64,pattern,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,pct_analysis_days_imputed,Gap-filled,share of the county's daily records that were gap-filled by inverse-distance weighting,percent,float64,exact,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,fully_imputed_county,Fully gap-filled,the county has no observed temperature at all in the study period,,bool,exact,True,
individual_absolute_hot_spells.csv,one row per absolute hot spell,onset_year,Onset year,calendar year in which the event began,year,int64,pattern,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,event_id,Event,unique event identifier,,str,exact,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,construct_id,Construct,"revised construct identifier; TX denotes the daily maximum temperature, NOT the state",,str,exact,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,construct_family,Construct family,"relative, hybrid or absolute",,str,exact,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,legacy_definition_id,Legacy identifier,the identifier the current package files this construct under,,str,exact,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,county_fips,County,five-digit county FIPS code,,int64,exact,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,county_name,County,county name,,str,exact,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,event_start_date,Start date,first date of the event,date,str,exact,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,event_end_date,End date,last date of the event,date,str,exact,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,event_duration_days,Duration,number of consecutive calendar dates in the event; always an integer,days,int64,exact,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,event_peak_temperature_f,Peak daily high,highest daily high inside the event,degF,float64,exact,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,event_peak_date,Peak date,date of the highest daily high,date,str,exact,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,maximum_threshold_exceedance_f,Maximum exceedance,largest single-day amount by which the daily high exceeded its threshold,degF,float64,exact,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,maximum_exceedance_date,Maximum exceedance date,date of the largest exceedance,date,str,exact,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,cumulative_exceedance_degree_days,Cumulative exceedance,sum over the event of the positive daily exceedance above the threshold,degF-days,float64,exact,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,observed_day_count,Observed days,days in the event whose temperature was observed,days,int64,exact,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,imputed_day_count,Gap-filled days,days in the event whose temperature was gap-filled,days,int64,exact,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,qc_review_status,Review status,"ok, or a semicolon-separated list of review flags",,str,exact,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,requires_manual_review,Needs review,the review status is not ok,,bool,exact,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,percentile,Percentile,percentile of the county- and calendar-date-specific historical daily-high distribution,percentile,int64,exact,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,duration_days_minimum,Minimum duration,minimum number of consecutive qualifying days,days,int64,exact,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,absolute_gate_f,Absolute gate,absolute daily-high gate; NOT a National Weather Service advisory threshold,degF,float64,exact,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,threshold_window,Threshold window,how baseline days are pooled to estimate the threshold,,str,exact,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,mean_daily_high_f,Mean daily high,mean daily high across the days of the event,degF,float64,pattern,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,minimum_reference_values,Smallest baseline sample,smallest walk-forward baseline sample behind any threshold used inside the event,observations,float64,pattern,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,pct_analysis_days_imputed,Gap-filled,share of the county's daily records that were gap-filled by inverse-distance weighting,percent,float64,exact,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,fully_imputed_county,Fully gap-filled,the county has no observed temperature at all in the study period,,bool,exact,True,
individual_hybrid_heat_events.csv,one row per hybrid relative-and-absolute heat event,onset_year,Onset year,calendar year in which the event began,year,int64,pattern,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,event_id,Event,unique event identifier,,str,exact,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,construct_id,Construct,"revised construct identifier; TX denotes the daily maximum temperature, NOT the state",,str,exact,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,construct_family,Construct family,"relative, hybrid or absolute",,str,exact,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,legacy_definition_id,Legacy identifier,the identifier the current package files this construct under,,str,exact,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,county_fips,County,five-digit county FIPS code,,int64,exact,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,county_name,County,county name,,str,exact,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,event_start_date,Start date,first date of the event,date,str,exact,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,event_end_date,End date,last date of the event,date,str,exact,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,event_duration_days,Duration,number of consecutive calendar dates in the event; always an integer,days,int64,exact,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,event_peak_temperature_f,Peak daily high,highest daily high inside the event,degF,float64,exact,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,event_peak_date,Peak date,date of the highest daily high,date,str,exact,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,maximum_threshold_exceedance_f,Maximum exceedance,largest single-day amount by which the daily high exceeded its threshold,degF,float64,exact,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,maximum_exceedance_date,Maximum exceedance date,date of the largest exceedance,date,str,exact,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,cumulative_exceedance_degree_days,Cumulative exceedance,sum over the event of the positive daily exceedance above the threshold,degF-days,float64,exact,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,observed_day_count,Observed days,days in the event whose temperature was observed,days,int64,exact,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,imputed_day_count,Gap-filled days,days in the event whose temperature was gap-filled,days,int64,exact,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,qc_review_status,Review status,"ok, or a semicolon-separated list of review flags",,str,exact,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,requires_manual_review,Needs review,the review status is not ok,,bool,exact,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,percentile,Percentile,percentile of the county- and calendar-date-specific historical daily-high distribution,percentile,int64,exact,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,duration_days_minimum,Minimum duration,minimum number of consecutive qualifying days,days,int64,exact,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,absolute_gate_f,Absolute gate,absolute daily-high gate; NOT a National Weather Service advisory threshold,degF,float64,exact,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,threshold_window,Threshold window,how baseline days are pooled to estimate the threshold,,str,exact,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,mean_daily_high_f,Mean daily high,mean daily high across the days of the event,degF,float64,pattern,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,minimum_reference_values,Smallest baseline sample,smallest walk-forward baseline sample behind any threshold used inside the event,observations,float64,pattern,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,pct_analysis_days_imputed,Gap-filled,share of the county's daily records that were gap-filled by inverse-distance weighting,percent,float64,exact,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,fully_imputed_county,Fully gap-filled,the county has no observed temperature at all in the study period,,bool,exact,True,
individual_relative_warm_spell_events.csv,one row per relative warm spell,onset_year,Onset year,calendar year in which the event began,year,int64,pattern,True,
long_event_audit.csv,"every event longer than the audit threshold, classified",event_id,Event,unique event identifier,,str,exact,True,
long_event_audit.csv,"every event longer than the audit threshold, classified",construct_id,Construct,"revised construct identifier; TX denotes the daily maximum temperature, NOT the state",,str,exact,True,
long_event_audit.csv,"every event longer than the audit threshold, classified",construct_family,Construct family,"relative, hybrid or absolute",,str,exact,True,
long_event_audit.csv,"every event longer than the audit threshold, classified",county_fips,County,five-digit county FIPS code,,int64,exact,True,
long_event_audit.csv,"every event longer than the audit threshold, classified",county_name,County,county name,,str,exact,True,
long_event_audit.csv,"every event longer than the audit threshold, classified",event_start_date,Start date,first date of the event,date,str,exact,True,
long_event_audit.csv,"every event longer than the audit threshold, classified",event_end_date,End date,last date of the event,date,str,exact,True,
long_event_audit.csv,"every event longer than the audit threshold, classified",event_duration_days,Duration,number of consecutive calendar dates in the event; always an integer,days,int64,exact,True,
long_event_audit.csv,"every event longer than the audit threshold, classified",event_peak_temperature_f,Peak daily high,highest daily high inside the event,degF,float64,exact,True,
long_event_audit.csv,"every event longer than the audit threshold, classified",event_peak_date,Peak date,date of the highest daily high,date,str,exact,True,
long_event_audit.csv,"every event longer than the audit threshold, classified",maximum_threshold_exceedance_f,Maximum exceedance,largest single-day amount by which the daily high exceeded its threshold,degF,float64,exact,True,
long_event_audit.csv,"every event longer than the audit threshold, classified",maximum_exceedance_date,Maximum exceedance date,date of the largest exceedance,date,str,exact,True,
long_event_audit.csv,"every event longer than the audit threshold, classified",cumulative_exceedance_degree_days,Cumulative exceedance,sum over the event of the positive daily exceedance above the threshold,degF-days,float64,exact,True,
long_event_audit.csv,"every event longer than the audit threshold, classified",mean_exceedance_per_day_f,Temperature,temperature or temperature difference,degF,float64,pattern,True,
long_event_audit.csv,"every event longer than the audit threshold, classified",absolute_gate_f,Absolute gate,absolute daily-high gate; NOT a National Weather Service advisory threshold,degF,float64,exact,True,
long_event_audit.csv,"every event longer than the audit threshold, classified",percentile,Percentile,percentile of the county- and calendar-date-specific historical daily-high distribution,percentile,float64,exact,True,
long_event_audit.csv,"every event longer than the audit threshold, classified",threshold_window,Threshold window,how baseline days are pooled to estimate the threshold,,str,exact,True,
long_event_audit.csv,"every event longer than the audit threshold, classified",observed_day_count,Observed days,days in the event whose temperature was observed,days,int64,exact,True,
long_event_audit.csv,"every event longer than the audit threshold, classified",imputed_day_count,Gap-filled days,days in the event whose temperature was gap-filled,days,int64,exact,True,
long_event_audit.csv,"every event longer than the audit threshold, classified",imputed_share_of_event,Imputed share of event,,,float64,undocumented,False,
long_event_audit.csv,"every event longer than the audit threshold, classified",min_contributing_stations,Minimum stations,fewest reporting stations on any day of the event,stations,float64,pattern,True,
long_event_audit.csv,"every event longer than the audit threshold, classified",max_contributing_stations,Maximum stations,most reporting stations on any day of the event,stations,float64,pattern,True,
long_event_audit.csv,"every event longer than the audit threshold, classified",station_count_changes,Station count changes,,,int64,undocumented,False,
long_event_audit.csv,"every event longer than the audit threshold, classified",station_set_changed,Station set changed,,,bool,undocumented,False,
long_event_audit.csv,"every event longer than the audit threshold, classified",single_station_county,Single station county,,,bool,undocumented,False,
long_event_audit.csv,"every event longer than the audit threshold, classified",days_with_no_station,Days with no station,,,int64,undocumented,False,
long_event_audit.csv,"every event longer than the audit threshold, classified",crosses_month_boundary,Crosses month boundary,,,bool,undocumented,False,
long_event_audit.csv,"every event longer than the audit threshold, classified",county_pct_imputed,County pct imputed,,,float64,undocumented,False,
long_event_audit.csv,"every event longer than the audit threshold, classified",county_fully_imputed,County fully imputed,,,bool,undocumented,False,
long_event_audit.csv,"every event longer than the audit threshold, classified",data_quality_label,Data quality,reader-facing data-quality band for the county,,str,exact,True,
long_event_audit.csv,"every event longer than the audit threshold, classified",audit_flags,Audit flags,,,str,undocumented,False,
long_event_audit.csv,"every event longer than the audit threshold, classified",audit_classification,Audit classification,"physically_plausible, threshold_driven, imputation_sensitive, station_composition_sensitive or requires_manual_review",,str,exact,True,
long_event_audit.csv,"every event longer than the audit threshold, classified",exceeds_strict_audit_threshold,Exceeds strict audit threshold,,,bool,undocumented,False,
long_event_audit.csv,"every event longer than the audit threshold, classified",audit_threshold_days,Audit threshold days,,,int64,undocumented,False,
long_event_audit.csv,"every event longer than the audit threshold, classified",qc_review_status,Review status,"ok, or a semicolon-separated list of review flags",,str,exact,True,
long_event_audit.csv,"every event longer than the audit threshold, classified",action,Action,,,str,undocumented,False,
monthly_classification_rates.csv,"monthly classification rate per construct, family-specific denominators",construct_id,Construct,"revised construct identifier; TX denotes the daily maximum temperature, NOT the state",,str,exact,True,
monthly_classification_rates.csv,"monthly classification rate per construct, family-specific denominators",construct_family,Construct family,"relative, hybrid or absolute",,str,exact,True,
monthly_classification_rates.csv,"monthly classification rate per construct, family-specific denominators",month,Month,"calendar month, 1 to 12",month,int64,exact,True,
monthly_classification_rates.csv,"monthly classification rate per construct, family-specific denominators",season,Season,"warm (June-September), shoulder (May and October) or cool (November-April)",,str,exact,True,
monthly_classification_rates.csv,"monthly classification rate per construct, family-specific denominators",classified_days,Classified days,county-dates classified by the construct,records,int64,pattern,True,
monthly_classification_rates.csv,"monthly classification rate per construct, family-specific denominators",valid_daily_observations,Valid daily county-level observations,valid daily county-level observations used as the denominator,records,int64,pattern,True,
monthly_classification_rates.csv,"monthly classification rate per construct, family-specific denominators",counties,Counties,number of counties,counties,int64,pattern,True,
monthly_classification_rates.csv,"monthly classification rate per construct, family-specific denominators",classified_days_per_1000_valid,Classification rate,"classified days per 1,000 valid daily county-level observations","per 1,000",float64,exact,True,
monthly_classification_rates.csv,"monthly classification rate per construct, family-specific denominators",month_name,Month,three-letter month abbreviation,,str,exact,True,
monthly_classification_rates.csv,"monthly classification rate per construct, family-specific denominators",short_label,Construct,"figure label carrying metric, percentile and duration",,str,exact,True,
monthly_classification_rates.csv,"monthly classification rate per construct, family-specific denominators",percentile,Percentile,percentile of the county- and calendar-date-specific historical daily-high distribution,percentile,float64,exact,True,
monthly_classification_rates.csv,"monthly classification rate per construct, family-specific denominators",duration_days,Minimum duration,minimum number of consecutive qualifying days,days,int64,exact,True,
monthly_classification_rates.csv,"monthly classification rate per construct, family-specific denominators",absolute_gate_f,Absolute gate,absolute daily-high gate; NOT a National Weather Service advisory threshold,degF,float64,exact,True,
monthly_classification_rates.csv,"monthly classification rate per construct, family-specific denominators",threshold_window,Threshold window,how baseline days are pooled to estimate the threshold,,str,exact,True,
monthly_classification_rates.csv,"monthly classification rate per construct, family-specific denominators",day_label,Label,reader-facing short label,,str,pattern,True,
monthly_classification_rates.csv,"monthly classification rate per construct, family-specific denominators",denominator_definition,Denominator definition,,,str,undocumented,False,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,sample,County sample,consistent_county (Sample A) or strict_balanced (Sample B),,str,exact,True,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,state,State,state abbreviation,,str,exact,True,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,variable,Temperature variable,"Tmax, Tmin or Tavg",,str,exact,True,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,variable_label,Temperature variable,reader-facing variable name,,str,exact,True,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,period,Period,comparison period,,str,exact,True,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,period_note,Period note,note on a period that is not ten years long,,str,exact,True,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,current_published_counties,Current package,"the value the current package published, unchanged",,int64,pattern,True,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,current_published_pooled_annual_observations,Current package,"the value the current package published, unchanged",,int64,pattern,True,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,current_published_median_f,Current package,"the value the current package published, unchanged",,float64,pattern,True,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,current_published_change_vs_base_f,Current package,"the value the current package published, unchanged",,float64,pattern,True,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,current_rule_counties,"Current rule, revised panel","the current package's RULE re-applied to the revised panel, so the weighting defect can be separated from the panel change",,int64,pattern,True,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,current_rule_pooled_annual_observations,"Current rule, revised panel","the current package's RULE re-applied to the revised panel, so the weighting defect can be separated from the panel change",,int64,pattern,True,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,current_rule_median_f,"Current rule, revised panel","the current package's RULE re-applied to the revised panel, so the weighting defect can be separated from the panel change",,float64,pattern,True,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,revised_counties,Revised,the revised equal-county result,,int64,pattern,True,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,revised_annual_observations_per_county,Revised,the revised equal-county result,,int64,pattern,True,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,revised_median_f,Revised,the revised equal-county result,,float64,pattern,True,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,revised_median_ci_low_f,"Interval, lower","lower bound of the 2.5-97.5 percentile bootstrap interval, resampling counties",degF,float64,pattern,True,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,revised_median_ci_high_f,"Interval, upper","upper bound of the bootstrap interval, resampling counties",degF,float64,pattern,True,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,revised_iqr_f,Revised,the revised equal-county result,,float64,pattern,True,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,revised_change_vs_base_f,Revised,the revised equal-county result,,float64,pattern,True,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,revised_change_ci_low_f,"Interval, lower","lower bound of the 2.5-97.5 percentile bootstrap interval, resampling counties",degF,float64,pattern,True,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,revised_change_ci_high_f,"Interval, upper","upper bound of the bootstrap interval, resampling counties",degF,float64,pattern,True,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,absolute_difference_f,Temperature,temperature or temperature difference,degF,float64,pattern,True,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,percent_difference,Percent difference,,,float64,undocumented,False,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,change_absolute_difference_f,Temperature,temperature or temperature difference,degF,float64,pattern,True,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,coverage_criterion,Coverage criterion,,,str,undocumented,False,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,current_aggregation,Current aggregation,,,str,undocumented,False,
period_comparison_current_vs_revised.csv,current pooled result beside the revised equal-county result,revised_aggregation,Revised,the revised equal-county result,,str,pattern,True,
revised_temperature_monthly_sanity_check.csv,"monthly distribution across counties, with coverage counts",state,State,state abbreviation,,str,exact,True,
revised_temperature_monthly_sanity_check.csv,"monthly distribution across counties, with coverage counts",variable,Temperature variable,"Tmax, Tmin or Tavg",,str,exact,True,
revised_temperature_monthly_sanity_check.csv,"monthly distribution across counties, with coverage counts",month,Month,"calendar month, 1 to 12",month,int64,exact,True,
revised_temperature_monthly_sanity_check.csv,"monthly distribution across counties, with coverage counts",contributing_counties,Contributing counties,number of counties behind the summary,counties,int64,exact,True,
revised_temperature_monthly_sanity_check.csv,"monthly distribution across counties, with coverage counts",median_across_counties_f,Median across counties,"median across counties, each contributing exactly one value",degF,float64,exact,True,
revised_temperature_monthly_sanity_check.csv,"monthly distribution across counties, with coverage counts",p25_across_counties_f,25th percentile across counties,25th percentile across counties,degF,float64,exact,True,
revised_temperature_monthly_sanity_check.csv,"monthly distribution across counties, with coverage counts",p75_across_counties_f,75th percentile across counties,75th percentile across counties,degF,float64,exact,True,
revised_temperature_monthly_sanity_check.csv,"monthly distribution across counties, with coverage counts",min_across_counties_f,Minimum across counties,lowest county value,degF,float64,pattern,True,
revised_temperature_monthly_sanity_check.csv,"monthly distribution across counties, with coverage counts",max_across_counties_f,Maximum across counties,highest county value,degF,float64,pattern,True,
revised_temperature_monthly_sanity_check.csv,"monthly distribution across counties, with coverage counts",contributing_monthly_summaries,Contributing,count of units behind the summary,units,int64,pattern,True,
revised_temperature_monthly_sanity_check.csv,"monthly distribution across counties, with coverage counts",monthly_records_total,Monthly records total,,,int64,undocumented,False,
revised_temperature_monthly_sanity_check.csv,"monthly distribution across counties, with coverage counts",counties_with_any_record,Counties,number of counties,counties,int64,pattern,True,
revised_temperature_monthly_sanity_check.csv,"monthly distribution across counties, with coverage counts",pct_monthly_records_passing_coverage,Percentage,percentage,percent,float64,pattern,True,
